ACTION QUERY 10000 10 Cult Lifestyles
ACTION SERP 10000 6030 EXAMINE_SERP
ACTION SNIPPET 10000 6033 SNIPPET_NOT_RELEVANT b'625315'
ACTION SNIPPET 10000 6036 SNIPPET_RELEVANT b'1621099'
ACTION DOC 10000 6056 EXAMINING_DOCUMENT b'1621099'
ACTION SNIPPET 10000 6059 SNIPPET_NOT_RELEVANT b'946160'
ACTION SNIPPET 10000 6062 SNIPPET_NOT_RELEVANT b'897292'
ACTION SNIPPET 10000 6065 SNIPPET_NOT_RELEVANT b'501376'
ACTION SNIPPET 10000 6068 SNIPPET_RELEVANT b'1400659'
ACTION DOC 10000 6088 EXAMINING_DOCUMENT b'1400659'
ACTION QUERY 10000 6098 OneTaste followers
ACTION SERP 10000 6103 EXAMINE_SERP
ACTION SNIPPET 10000 6106 SNIPPET_NOT_RELEVANT b'218272'
ACTION SNIPPET 10000 6109 SNIPPET_NOT_RELEVANT b'1306983'
ACTION SNIPPET 10000 6112 SNIPPET_NOT_RELEVANT b'883156'
ACTION SNIPPET 10000 6115 SNIPPET_NOT_RELEVANT b'674258'
ACTION SNIPPET 10000 6118 SNIPPET_NOT_RELEVANT b'1596316'
ACTION SNIPPET 10000 6121 SNIPPET_NOT_RELEVANT b'213605'
ACTION SNIPPET 10000 6124 SNIPPET_RELEVANT b'1170851'
ACTION DOC 10000 6144 EXAMINING_DOCUMENT b'1170851'
ACTION SNIPPET 10000 6147 SNIPPET_NOT_RELEVANT b'1306750'
ACTION SNIPPET 10000 6150 SNIPPET_NOT_RELEVANT b'822609'
ACTION QUERY 10000 6160 The Unification Church members
ACTION SERP 10000 6165 EXAMINE_SERP
ACTION SNIPPET 10000 6168 SEEN_PREVIOUSLY b'977274'
ACTION SNIPPET 10000 6171 SNIPPET_NOT_RELEVANT b'825912'
ACTION SNIPPET 10000 6174 SNIPPET_NOT_RELEVANT b'891828'
ACTION SNIPPET 10000 6177 SNIPPET_RELEVANT b'648305'
ACTION DOC 10000 6197 EXAMINING_DOCUMENT b'648305'
ACTION SNIPPET 10000 6200 SNIPPET_NOT_RELEVANT b'130429'
ACTION SNIPPET 10000 6203 SEEN_PREVIOUSLY b'501411'
ACTION SNIPPET 10000 6206 SNIPPET_NOT_RELEVANT b'976304'
ACTION SNIPPET 10000 6209 SNIPPET_NOT_RELEVANT b'478025'
ACTION SNIPPET 10000 6212 SNIPPET_RELEVANT b'956925'
ACTION DOC 10000 6232 EXAMINING_DOCUMENT b'956925'
ACTION QUERY 10000 6242 The Source Family members
ACTION SERP 10000 6247 EXAMINE_SERP
ACTION SNIPPET 10000 6250 SEEN_PREVIOUSLY b'1688805'
ACTION SNIPPET 10000 6253 SNIPPET_RELEVANT b'1099339'
ACTION DOC 10000 6273 EXAMINING_DOCUMENT b'1099339'
ACTION SNIPPET 10000 6276 SNIPPET_NOT_RELEVANT b'829142'
ACTION SNIPPET 10000 6279 SNIPPET_NOT_RELEVANT b'446697'
ACTION SNIPPET 10000 6282 SNIPPET_RELEVANT b'340326'
ACTION DOC 10000 6302 EXAMINING_DOCUMENT b'340326'
ACTION QUERY 10000 6312 NXIVM members
ACTION SERP 10000 6317 EXAMINE_SERP
ACTION SNIPPET 10000 6320 SNIPPET_RELEVANT b'1521800'
ACTION DOC 10000 6340 EXAMINING_DOCUMENT b'1521800'
ACTION SNIPPET 10000 6343 SNIPPET_NOT_RELEVANT b'901153'
ACTION SNIPPET 10000 6346 SNIPPET_RELEVANT b'299111'
ACTION DOC 10000 6366 EXAMINING_DOCUMENT b'299111'
ACTION QUERY 10000 6376 The Brethren members
ACTION SERP 10000 6381 EXAMINE_SERP
ACTION SNIPPET 10000 6384 SNIPPET_RELEVANT b'315063'
ACTION DOC 10000 6404 EXAMINING_DOCUMENT b'315063'
ACTION SNIPPET 10000 6407 SNIPPET_NOT_RELEVANT b'746262'
ACTION SNIPPET 10000 6410 SEEN_PREVIOUSLY b'300221'
ACTION SNIPPET 10000 6413 SNIPPET_NOT_RELEVANT b'224168'
ACTION SNIPPET 10000 6416 SNIPPET_NOT_RELEVANT b'1650549'
ACTION SNIPPET 10000 6419 SNIPPET_NOT_RELEVANT b'52204'
ACTION SNIPPET 10000 6422 SNIPPET_NOT_RELEVANT b'899113'
ACTION SNIPPET 10000 6425 SNIPPET_NOT_RELEVANT b'560154'
ACTION SNIPPET 10000 6428 SNIPPET_RELEVANT b'979065'
ACTION DOC 10000 6448 EXAMINING_DOCUMENT b'979065'
ACTION QUERY 10000 6458 The 12 Tribes followers
ACTION SERP 10000 6463 EXAMINE_SERP
ACTION SNIPPET 10000 6466 SNIPPET_NOT_RELEVANT b'1526782'
ACTION SNIPPET 10000 6469 SNIPPET_RELEVANT b'1523102'
ACTION DOC 10000 6489 EXAMINING_DOCUMENT b'1523102'
ACTION SNIPPET 10000 6492 SNIPPET_NOT_RELEVANT b'1646401'
ACTION SNIPPET 10000 6495 SNIPPET_NOT_RELEVANT b'1697820'
ACTION SNIPPET 10000 6498 SNIPPET_RELEVANT b'1625320'
ACTION DOC 10000 6518 EXAMINING_DOCUMENT b'1625320'
ACTION QUERY 10000 6528 The Findhorn Foundation members
ACTION SERP 10000 6533 EXAMINE_SERP
ACTION SNIPPET 10000 6536 SNIPPET_RELEVANT b'703286'
ACTION DOC 10000 6556 EXAMINING_DOCUMENT b'703286'
ACTION SNIPPET 10000 6559 SEEN_PREVIOUSLY b'1328517'
ACTION SNIPPET 10000 6562 SNIPPET_NOT_RELEVANT b'1461036'
ACTION SNIPPET 10000 6565 SNIPPET_NOT_RELEVANT b'861916'
ACTION SNIPPET 10000 6568 SNIPPET_NOT_RELEVANT b'363395'
ACTION SNIPPET 10000 6571 SNIPPET_RELEVANT b'540152'
ACTION DOC 10000 6591 EXAMINING_DOCUMENT b'540152'
ACTION QUERY 10000 6601 The Church of Satan members
ACTION SERP 10000 6606 EXAMINE_SERP
ACTION SNIPPET 10000 6609 SNIPPET_RELEVANT b'1496292'
ACTION DOC 10000 6629 EXAMINING_DOCUMENT b'1496292'
ACTION SNIPPET 10000 6632 SNIPPET_NOT_RELEVANT b'332262'
ACTION SNIPPET 10000 6635 SNIPPET_NOT_RELEVANT b'1375693'
ACTION SNIPPET 10000 6638 SEEN_PREVIOUSLY b'96828'
ACTION SNIPPET 10000 6641 SEEN_PREVIOUSLY b'373240'
ACTION SNIPPET 10000 6644 SNIPPET_NOT_RELEVANT b'1590806'
ACTION SNIPPET 10000 6647 SNIPPET_RELEVANT b'920488'
ACTION DOC 10000 6667 EXAMINING_DOCUMENT b'920488'
ACTION QUERY 10000 6677 The Raelian Movement followers
ACTION SERP 10000 6682 EXAMINE_SERP
ACTION SNIPPET 10000 6685 SNIPPET_NOT_RELEVANT b'1010696'
ACTION SNIPPET 10000 6688 SNIPPET_NOT_RELEVANT b'950087'
ACTION SNIPPET 10000 6691 SEEN_PREVIOUSLY b'1468165'
ACTION SNIPPET 10000 6694 SEEN_PREVIOUSLY b'1306367'
ACTION SNIPPET 10000 6697 SNIPPET_RELEVANT b'1449388'
ACTION DOC 10000 6717 EXAMINING_DOCUMENT b'1449388'
ACTION SNIPPET 10000 6720 SNIPPET_NOT_RELEVANT b'1576563'
ACTION SNIPPET 10000 6723 SNIPPET_RELEVANT b'950151'
ACTION DOC 10000 6743 EXAMINING_DOCUMENT b'950151'
ACTION QUERY 10000 6753 Heaven's Gate dietary restrictions
ACTION SERP 10000 6758 EXAMINE_SERP
ACTION SNIPPET 10000 6761 SNIPPET_NOT_RELEVANT b'566089'
ACTION SNIPPET 10000 6764 SEEN_PREVIOUSLY b'1615958'
ACTION SNIPPET 10000 6767 SEEN_PREVIOUSLY b'923384'
ACTION SNIPPET 10000 6770 SNIPPET_RELEVANT b'1169215'
ACTION DOC 10000 6790 EXAMINING_DOCUMENT b'1169215'
ACTION SNIPPET 10000 6793 SNIPPET_RELEVANT b'1520738'
ACTION DOC 10000 6813 EXAMINING_DOCUMENT b'1520738'
ACTION QUERY 10000 6823 Scientology dress code
ACTION SERP 10000 6828 EXAMINE_SERP
ACTION SNIPPET 10000 6831 SNIPPET_RELEVANT b'1804203'
ACTION DOC 10000 6851 EXAMINING_DOCUMENT b'1804203'
ACTION SNIPPET 10000 6854 SNIPPET_RELEVANT b'914090'
ACTION DOC 10000 6874 EXAMINING_DOCUMENT b'914090'
ACTION QUERY 10000 6884 People's Temple rituals
ACTION SERP 10000 6889 EXAMINE_SERP
ACTION SNIPPET 10000 6892 SNIPPET_RELEVANT b'349860'
ACTION DOC 10000 6912 EXAMINING_DOCUMENT b'349860'
ACTION SNIPPET 10000 6915 SNIPPET_RELEVANT b'261563'
ACTION DOC 10000 6935 EXAMINING_DOCUMENT b'261563'
ACTION QUERY 10000 6945 Branch Davidian leaders
ACTION SERP 10000 6950 EXAMINE_SERP
ACTION SNIPPET 10000 6953 SNIPPET_NOT_RELEVANT b'760345'
ACTION SNIPPET 10000 6956 SNIPPET_RELEVANT b'843814'
ACTION DOC 10000 6976 EXAMINING_DOCUMENT b'843814'
ACTION SNIPPET 10000 6979 SNIPPET_RELEVANT b'1232434'
ACTION DOC 10000 6999 EXAMINING_DOCUMENT b'1232434'
ACTION MARK 10000 7002 CONSIDERED_RELEVANT b'1232434'
ACTION SNIPPET 10000 7005 SEEN_PREVIOUSLY b'729580'
ACTION SNIPPET 10000 7008 SEEN_PREVIOUSLY b'1301255'
ACTION SNIPPET 10000 7011 SEEN_PREVIOUSLY b'756677'
ACTION SNIPPET 10000 7014 SEEN_PREVIOUSLY b'766288'
ACTION SNIPPET 10000 7017 SNIPPET_NOT_RELEVANT b'936624'
ACTION SNIPPET 10000 7020 SNIPPET_RELEVANT b'1209081'
ACTION DOC 10000 7040 EXAMINING_DOCUMENT b'1209081'
ACTION SNIPPET 10000 7043 SNIPPET_NOT_RELEVANT b'774384'
ACTION SNIPPET 10000 7046 SNIPPET_NOT_RELEVANT b'776769'
ACTION SNIPPET 10000 7049 SEEN_PREVIOUSLY b'637786'
ACTION SNIPPET 10000 7052 SNIPPET_NOT_RELEVANT b'863910'
ACTION QUERY 10000 7062 Children of God child-rearing practices
ACTION SERP 10000 7067 EXAMINE_SERP
ACTION SNIPPET 10000 7070 SNIPPET_RELEVANT b'543835'
ACTION DOC 10000 7090 EXAMINING_DOCUMENT b'543835'
ACTION SNIPPET 10000 7093 SNIPPET_RELEVANT b'661797'
ACTION DOC 10000 7113 EXAMINING_DOCUMENT b'661797'
ACTION QUERY 10000 7123 Osho Rajneesh meditation techniques
ACTION SERP 10000 7128 EXAMINE_SERP
ACTION SNIPPET 10000 7131 SEEN_PREVIOUSLY b'1447398'
ACTION SNIPPET 10000 7134 SNIPPET_NOT_RELEVANT b'1011695'
ACTION SNIPPET 10000 7137 SEEN_PREVIOUSLY b'67576'
ACTION SNIPPET 10000 7140 SEEN_PREVIOUSLY b'318344'
ACTION SNIPPET 10000 7143 SEEN_PREVIOUSLY b'217510'
ACTION SNIPPET 10000 7146 SEEN_PREVIOUSLY b'64428'
ACTION SNIPPET 10000 7149 SEEN_PREVIOUSLY b'206524'
ACTION SNIPPET 10000 7152 SNIPPET_RELEVANT b'153603'
ACTION DOC 10000 7172 EXAMINING_DOCUMENT b'153603'
ACTION SNIPPET 10000 7175 SNIPPET_NOT_RELEVANT b'139283'
ACTION QUERY 10000 7185 The Family International shared living arrangements
ACTION SERP 10000 7190 EXAMINE_SERP
ACTION SNIPPET 10000 7193 SNIPPET_NOT_RELEVANT b'387645'
ACTION SNIPPET 10000 7196 SNIPPET_RELEVANT b'255208'
ACTION DOC 10000 7216 EXAMINING_DOCUMENT b'255208'
ACTION SNIPPET 10000 7219 SNIPPET_NOT_RELEVANT b'1427487'
ACTION SNIPPET 10000 7222 SNIPPET_RELEVANT b'511918'
ACTION DOC 10000 7242 EXAMINING_DOCUMENT b'511918'
ACTION QUERY 10000 7252 Aum Shinrikyo poison gas attack
ACTION SERP 10000 7257 EXAMINE_SERP
ACTION SNIPPET 10000 7260 SEEN_PREVIOUSLY b'750307'
ACTION SNIPPET 10000 7263 SEEN_PREVIOUSLY b'757098'
ACTION SNIPPET 10000 7266 SNIPPET_RELEVANT b'757774'
ACTION DOC 10000 7286 EXAMINING_DOCUMENT b'757774'
ACTION SNIPPET 10000 7289 SEEN_PREVIOUSLY b'751757'
ACTION SNIPPET 10000 7292 SNIPPET_RELEVANT b'917723'
ACTION DOC 10000 7312 EXAMINING_DOCUMENT b'917723'
ACTION MARK 10000 7315 CONSIDERED_RELEVANT b'917723'
ACTION SNIPPET 10000 7318 SEEN_PREVIOUSLY b'750525'
ACTION SNIPPET 10000 7321 SEEN_PREVIOUSLY b'846218'
ACTION SNIPPET 10000 7324 SEEN_PREVIOUSLY b'755141'
ACTION SNIPPET 10000 7327 SEEN_PREVIOUSLY b'751928'
ACTION SNIPPET 10000 7330 SEEN_PREVIOUSLY b'750718'
ACTION SNIPPET 10000 7333 SNIPPET_RELEVANT b'750844'
ACTION DOC 10000 7353 EXAMINING_DOCUMENT b'750844'
ACTION MARK 10000 7356 CONSIDERED_RELEVANT b'750844'
ACTION SNIPPET 10000 7359 SEEN_PREVIOUSLY b'754056'
ACTION SNIPPET 10000 7362 SEEN_PREVIOUSLY b'1150317'
ACTION SNIPPET 10000 7365 SEEN_PREVIOUSLY b'750485'
ACTION SNIPPET 10000 7368 SEEN_PREVIOUSLY b'803048'
ACTION SNIPPET 10000 7371 SEEN_PREVIOUSLY b'803347'
ACTION SNIPPET 10000 7374 SEEN_PREVIOUSLY b'756669'
ACTION SNIPPET 10000 7377 SEEN_PREVIOUSLY b'816137'
ACTION SNIPPET 10000 7380 SEEN_PREVIOUSLY b'760904'
ACTION SNIPPET 10000 7383 SEEN_PREVIOUSLY b'763961'
ACTION SNIPPET 10000 7386 SEEN_PREVIOUSLY b'753514'
ACTION SNIPPET 10000 7389 SEEN_PREVIOUSLY b'836450'
ACTION SNIPPET 10000 7392 SEEN_PREVIOUSLY b'750561'
ACTION SNIPPET 10000 7395 SEEN_PREVIOUSLY b'925234'
ACTION SNIPPET 10000 7398 SEEN_PREVIOUSLY b'751923'
ACTION SNIPPET 10000 7401 SEEN_PREVIOUSLY b'886202'
ACTION SNIPPET 10000 7404 SEEN_PREVIOUSLY b'751377'
ACTION SNIPPET 10000 7407 SEEN_PREVIOUSLY b'850912'
ACTION QUERY 10000 7417 Order of the Solar Temple mass suicide
ACTION SERP 10000 7422 EXAMINE_SERP
ACTION SNIPPET 10000 7425 SEEN_PREVIOUSLY b'918608'
ACTION SNIPPET 10000 7428 SNIPPET_RELEVANT b'818584'
ACTION DOC 10000 7448 EXAMINING_DOCUMENT b'818584'
ACTION MARK 10000 7451 CONSIDERED_RELEVANT b'818584'
ACTION SNIPPET 10000 7454 SNIPPET_RELEVANT b'817812'
ACTION DOC 10000 7474 EXAMINING_DOCUMENT b'817812'
ACTION SNIPPET 10000 7477 SEEN_PREVIOUSLY b'716323'
ACTION SNIPPET 10000 7480 SEEN_PREVIOUSLY b'716340'
ACTION SNIPPET 10000 7483 SEEN_PREVIOUSLY b'716342'
ACTION SNIPPET 10000 7486 SEEN_PREVIOUSLY b'818750'
ACTION SNIPPET 10000 7489 SEEN_PREVIOUSLY b'726685'
ACTION SNIPPET 10000 7492 SEEN_PREVIOUSLY b'918762'
ACTION SNIPPET 10000 7495 SEEN_PREVIOUSLY b'818310'
ACTION SNIPPET 10000 7498 SEEN_PREVIOUSLY b'716328'
ACTION SNIPPET 10000 7501 SEEN_PREVIOUSLY b'717877'
ACTION QUERY 10000 7511 The Manson Family violent crimes
ACTION SERP 10000 7516 EXAMINE_SERP
ACTION SNIPPET 10000 7519 SNIPPET_NOT_RELEVANT b'655712'
ACTION SNIPPET 10000 7522 SNIPPET_NOT_RELEVANT b'5033'
ACTION SNIPPET 10000 7525 SNIPPET_RELEVANT b'5033'
ACTION DOC 10000 7545 EXAMINING_DOCUMENT b'5033'
ACTION SNIPPET 10000 7548 SNIPPET_NOT_RELEVANT b'1581476'
ACTION SNIPPET 10000 7551 SNIPPET_RELEVANT b'62147'
ACTION DOC 10000 7571 EXAMINING_DOCUMENT b'62147'
ACTION QUERY 10000 7581 The Rajneesh movement intentional community practices
ACTION SERP 10000 7586 EXAMINE_SERP
ACTION SNIPPET 10000 7589 SEEN_PREVIOUSLY b'67576'
ACTION SNIPPET 10000 7592 SNIPPET_NOT_RELEVANT b'950044'
ACTION SNIPPET 10000 7595 SEEN_PREVIOUSLY b'64428'
ACTION SNIPPET 10000 7598 SNIPPET_RELEVANT b'139283'
ACTION DOC 10000 7618 EXAMINING_DOCUMENT b'139283'
ACTION SNIPPET 10000 7621 SEEN_PREVIOUSLY b'1619800'
ACTION SNIPPET 10000 7624 SNIPPET_NOT_RELEVANT b'813204'
ACTION SNIPPET 10000 7627 SEEN_PREVIOUSLY b'318344'
ACTION SNIPPET 10000 7630 SEEN_PREVIOUSLY b'153603'
ACTION SNIPPET 10000 7633 SEEN_PREVIOUSLY b'217510'
ACTION QUERY 10000 7643 Synanon drug rehabilitation methods
ACTION SERP 10000 7648 EXAMINE_SERP
ACTION SNIPPET 10000 7651 SEEN_PREVIOUSLY b'913223'
ACTION SNIPPET 10000 7654 SEEN_PREVIOUSLY b'1814'
ACTION SNIPPET 10000 7657 SEEN_PREVIOUSLY b'1814'
ACTION SNIPPET 10000 7660 SNIPPET_NOT_RELEVANT b'1625876'
ACTION SNIPPET 10000 7663 SEEN_PREVIOUSLY b'1176601'
ACTION SNIPPET 10000 7666 SEEN_PREVIOUSLY b'1770659'
ACTION SNIPPET 10000 7669 SNIPPET_NOT_RELEVANT b'47968'
ACTION SNIPPET 10000 7672 SNIPPET_NOT_RELEVANT b'1091369'
ACTION SNIPPET 10000 7675 SNIPPET_NOT_RELEVANT b'1273680'
ACTION SNIPPET 10000 7678 SNIPPET_RELEVANT b'225016'
ACTION DOC 10000 7698 EXAMINING_DOCUMENT b'225016'
ACTION QUERY 10000 7708 FLDS Church polygamy practices
ACTION SERP 10000 7713 EXAMINE_SERP
ACTION SNIPPET 10000 7716 SNIPPET_RELEVANT b'981269'
ACTION DOC 10000 7736 EXAMINING_DOCUMENT b'981269'
ACTION SNIPPET 10000 7739 SNIPPET_RELEVANT b'1093922'
ACTION DOC 10000 7759 EXAMINING_DOCUMENT b'1093922'
ACTION QUERY 10000 7769 The Moonies mass wedding ceremonies
ACTION SERP 10000 7774 EXAMINE_SERP
ACTION SNIPPET 10000 7777 SNIPPET_RELEVANT b'578257'
ACTION DOC 10000 7797 EXAMINING_DOCUMENT b'578257'
ACTION SNIPPET 10000 7800 SEEN_PREVIOUSLY b'1485682'
ACTION SNIPPET 10000 7803 SNIPPET_RELEVANT b'839382'
ACTION DOC 10000 7823 EXAMINING_DOCUMENT b'839382'
ACTION QUERY 10000 7833 The Process Church of the Final Judgment Satanic beliefs
ACTION SERP 10000 7838 EXAMINE_SERP
ACTION SNIPPET 10000 7841 SNIPPET_NOT_RELEVANT b'928771'
ACTION SNIPPET 10000 7844 SNIPPET_RELEVANT b'332262'
ACTION DOC 10000 7864 EXAMINING_DOCUMENT b'332262'
ACTION SNIPPET 10000 7867 SNIPPET_RELEVANT b'988755'
ACTION DOC 10000 7887 EXAMINING_DOCUMENT b'988755'
ACTION QUERY 10000 7897 OneTaste sexual practices
ACTION SERP 10000 7902 EXAMINE_SERP
ACTION SNIPPET 10000 7905 SNIPPET_NOT_RELEVANT b'237782'
ACTION SNIPPET 10000 7908 SNIPPET_NOT_RELEVANT b'603170'
ACTION SNIPPET 10000 7911 SNIPPET_NOT_RELEVANT b'89335'
ACTION SNIPPET 10000 7914 SNIPPET_NOT_RELEVANT b'184136'
ACTION SNIPPET 10000 7917 SNIPPET_RELEVANT b'1502890'
ACTION DOC 10000 7937 EXAMINING_DOCUMENT b'1502890'
ACTION SNIPPET 10000 7940 SNIPPET_NOT_RELEVANT b'215739'
ACTION SNIPPET 10000 7943 SNIPPET_RELEVANT b'300273'
ACTION DOC 10000 7963 EXAMINING_DOCUMENT b'300273'
ACTION QUERY 10000 7973 The Unification Church arranged marriages
ACTION SERP 10000 7978 EXAMINE_SERP
ACTION SNIPPET 10000 7981 SNIPPET_RELEVANT b'976304'
ACTION DOC 10000 8001 EXAMINING_DOCUMENT b'976304'
ACTION SNIPPET 10000 8004 SEEN_PREVIOUSLY b'956925'
ACTION SNIPPET 10000 8007 SNIPPET_RELEVANT b'788631'
ACTION DOC 10000 8027 EXAMINING_DOCUMENT b'788631'
ACTION QUERY 10000 8037 The Source Family vegetarian diet
ACTION SERP 10000 8042 EXAMINE_SERP
ACTION SNIPPET 10000 8045 SNIPPET_RELEVANT b'1217511'
ACTION DOC 10000 8065 EXAMINING_DOCUMENT b'1217511'
ACTION SNIPPET 10000 8068 SNIPPET_RELEVANT b'699083'
ACTION DOC 10000 8088 EXAMINING_DOCUMENT b'699083'
ACTION QUERY 10000 8098 NXIVM membership fees
ACTION SERP 10000 8103 EXAMINE_SERP
ACTION SNIPPET 10000 8106 SNIPPET_NOT_RELEVANT b'730511'
ACTION SNIPPET 10000 8109 SNIPPET_RELEVANT b'669841'
ACTION DOC 10000 8129 EXAMINING_DOCUMENT b'669841'
ACTION SNIPPET 10000 8132 SNIPPET_RELEVANT b'55443'
ACTION DOC 10000 8152 EXAMINING_DOCUMENT b'55443'
ACTION QUERY 10000 8162 The Brethren homeschooling practices
ACTION SERP 10000 8167 EXAMINE_SERP
ACTION SNIPPET 10000 8170 SNIPPET_NOT_RELEVANT b'309639'
ACTION SNIPPET 10000 8173 SNIPPET_NOT_RELEVANT b'1203538'
ACTION SNIPPET 10000 8176 SNIPPET_NOT_RELEVANT b'1057716'
ACTION SNIPPET 10000 8179 SEEN_PREVIOUSLY b'300221'
ACTION SNIPPET 10000 8182 SEEN_PREVIOUSLY b'315063'
ACTION SNIPPET 10000 8185 SNIPPET_RELEVANT b'1307036'
ACTION DOC 10000 8205 EXAMINING_DOCUMENT b'1307036'
ACTION SNIPPET 10000 8208 SNIPPET_NOT_RELEVANT b'1283841'
ACTION SNIPPET 10000 8211 SNIPPET_NOT_RELEVANT b'1047579'
ACTION SNIPPET 10000 8214 SNIPPET_RELEVANT b'1283837'
ACTION DOC 10000 8234 EXAMINING_DOCUMENT b'1283837'
ACTION QUERY 10000 8244 The 12 Tribes communal living arrangements
ACTION SERP 10000 8249 EXAMINE_SERP
ACTION SNIPPET 10000 8252 SNIPPET_RELEVANT b'759719'
ACTION DOC 10000 8272 EXAMINING_DOCUMENT b'759719'
ACTION SNIPPET 10000 8275 SNIPPET_NOT_RELEVANT b'637135'
ACTION SNIPPET 10000 8278 SNIPPET_RELEVANT b'214258'
ACTION DOC 10000 8298 EXAMINING_DOCUMENT b'214258'
ACTION QUERY 10000 8308 The Findhorn Foundation eco-spiritual community practices
ACTION SERP 10000 8313 EXAMINE_SERP
ACTION SNIPPET 10000 8316 SEEN_PREVIOUSLY b'703286'
ACTION SNIPPET 10000 8319 SEEN_PREVIOUSLY b'1328517'
ACTION SNIPPET 10000 8322 SNIPPET_NOT_RELEVANT b'1461036'
ACTION SNIPPET 10000 8325 SNIPPET_NOT_RELEVANT b'981972'
ACTION SNIPPET 10000 8328 SNIPPET_NOT_RELEVANT b'1777578'
ACTION SNIPPET 10000 8331 SNIPPET_NOT_RELEVANT b'1753858'
ACTION SNIPPET 10000 8334 SNIPPET_RELEVANT b'106570'
ACTION DOC 10000 8354 EXAMINING_DOCUMENT b'106570'
ACTION SNIPPET 10000 8357 SNIPPET_RELEVANT b'1839465'
ACTION DOC 10000 8377 EXAMINING_DOCUMENT b'1839465'
ACTION QUERY 10000 8387 The Church of Satan occult practices
ACTION SERP 10000 8392 EXAMINE_SERP
ACTION SNIPPET 10000 8395 SNIPPET_NOT_RELEVANT b'301045'
ACTION SNIPPET 10000 8398 SNIPPET_NOT_RELEVANT b'266301'
ACTION SNIPPET 10000 8401 SNIPPET_NOT_RELEVANT b'130093'
ACTION SNIPPET 10000 8404 SNIPPET_RELEVANT b'294475'
ACTION DOC 10000 8424 EXAMINING_DOCUMENT b'294475'
ACTION SNIPPET 10000 8427 SNIPPET_NOT_RELEVANT b'1416453'
ACTION SNIPPET 10000 8430 SNIPPET_RELEVANT b'892724'
ACTION DOC 10000 8450 EXAMINING_DOCUMENT b'892724'
ACTION QUERY 10000 8460 The Raelian Movement UFO beliefs
ACTION SERP 10000 8465 EXAMINE_SERP
ACTION SNIPPET 10000 8468 SNIPPET_RELEVANT b'950087'
ACTION DOC 10000 8488 EXAMINING_DOCUMENT b'950087'
ACTION SNIPPET 10000 8491 SNIPPET_NOT_RELEVANT b'1010696'
ACTION SNIPPET 10000 8494 SNIPPET_RELEVANT b'653133'
ACTION DOC 10000 8514 EXAMINING_DOCUMENT b'653133'
ACTION QUERY 10000 8524 Heaven's Gate mass suicide
ACTION SERP 10000 8529 EXAMINE_SERP
ACTION SNIPPET 10000 8532 SEEN_PREVIOUSLY b'923384'
ACTION SNIPPET 10000 8535 SEEN_PREVIOUSLY b'919717'
ACTION SNIPPET 10000 8538 SNIPPET_RELEVANT b'919727'
ACTION DOC 10000 8558 EXAMINING_DOCUMENT b'919727'
ACTION MARK 10000 8561 CONSIDERED_RELEVANT b'919727'
ACTION SNIPPET 10000 8564 SNIPPET_NOT_RELEVANT b'918941'
ACTION SNIPPET 10000 8567 SEEN_PREVIOUSLY b'919922'
ACTION SNIPPET 10000 8570 SEEN_PREVIOUSLY b'919905'
ACTION SNIPPET 10000 8573 SNIPPET_NOT_RELEVANT b'919725'
ACTION SNIPPET 10000 8576 SNIPPET_RELEVANT b'918792'
ACTION DOC 10000 8596 EXAMINING_DOCUMENT b'918792'
ACTION MARK 10000 8599 CONSIDERED_RELEVANT b'918792'
ACTION SNIPPET 10000 8602 SNIPPET_NOT_RELEVANT b'920562'
ACTION SNIPPET 10000 8605 SEEN_PREVIOUSLY b'919524'
ACTION SNIPPET 10000 8608 SEEN_PREVIOUSLY b'920560'
ACTION SNIPPET 10000 8611 SNIPPET_RELEVANT b'919929'
ACTION DOC 10000 8631 EXAMINING_DOCUMENT b'919929'
ACTION MARK 10000 8634 CONSIDERED_RELEVANT b'919929'
ACTION SNIPPET 10000 8637 SEEN_PREVIOUSLY b'918762'
ACTION SNIPPET 10000 8640 SNIPPET_NOT_RELEVANT b'919360'
ACTION SNIPPET 10000 8643 SNIPPET_RELEVANT b'1000802'
ACTION DOC 10000 8663 EXAMINING_DOCUMENT b'1000802'
ACTION SNIPPET 10000 8666 SNIPPET_NOT_RELEVANT b'941177'
ACTION SNIPPET 10000 8669 SEEN_PREVIOUSLY b'919493'
ACTION SNIPPET 10000 8672 SEEN_PREVIOUSLY b'919729'
ACTION SNIPPET 10000 8675 SEEN_PREVIOUSLY b'960803'
ACTION SNIPPET 10000 8678 SNIPPET_RELEVANT b'919327'
ACTION DOC 10000 8698 EXAMINING_DOCUMENT b'919327'
ACTION MARK 10000 8701 CONSIDERED_RELEVANT b'919327'
ACTION SNIPPET 10000 8704 SNIPPET_RELEVANT b'919719'
ACTION DOC 10000 8724 EXAMINING_DOCUMENT b'919719'
ACTION MARK 10000 8727 CONSIDERED_RELEVANT b'919719'
ACTION SNIPPET 10000 8730 SNIPPET_RELEVANT b'918942'
ACTION DOC 10000 8750 EXAMINING_DOCUMENT b'918942'
ACTION MARK 10000 8753 CONSIDERED_RELEVANT b'918942'
ACTION SNIPPET 10000 8756 SNIPPET_NOT_RELEVANT b'1567834'
ACTION SNIPPET 10000 8759 SNIPPET_RELEVANT b'918798'
ACTION DOC 10000 8779 EXAMINING_DOCUMENT b'918798'
ACTION MARK 10000 8782 CONSIDERED_RELEVANT b'918798'
