ACTION QUERY 10000 10 email scams
ACTION SNIPPET 10000 2106 SNIPPET_NOT_RELEVANT b'810f9dfe-0f12-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 2109 SNIPPET_NOT_RELEVANT b'cf84acc736dcf375dd249832d57a06ed'
ACTION SNIPPET 10000 2112 SNIPPET_NOT_RELEVANT b'990bab61a004f336afab3307b340e773'
ACTION SNIPPET 10000 2115 SNIPPET_NOT_RELEVANT b'49ef35df8ba1049a7d0ed193a31057cb'
ACTION SNIPPET 10000 2118 SNIPPET_NOT_RELEVANT b'ae2636e2-5dae-11e6-8e45-477372e89d78'
ACTION QUERY 10000 2128 Email scams targeting small businesses
ACTION SERP 10000 2133 EXAMINE_SERP
ACTION SNIPPET 10000 2136 SEEN_PREVIOUSLY b'7ef04be78833df2c0aab3f4a14693c5c'
ACTION SNIPPET 10000 2139 SEEN_PREVIOUSLY b'0ff6fb7a-4380-11e6-8856-f26de2537a9d'
ACTION SNIPPET 10000 2142 SNIPPET_NOT_RELEVANT b'1abd11cf2e16e95a2b2079114e381ae4'
ACTION SNIPPET 10000 2145 SEEN_PREVIOUSLY b'46da49f1355db6c82e3bc6447fae953b'
ACTION SNIPPET 10000 2148 SEEN_PREVIOUSLY b'35fcebba-b183-11e1-b6a5-3e85e7238c64'
ACTION SNIPPET 10000 2151 SNIPPET_NOT_RELEVANT b'27a4ca36-1a1b-11e3-82ef-a059e54c49d0'
ACTION SNIPPET 10000 2154 SNIPPET_NOT_RELEVANT b'72bfab22-4b90-11e1-8d55-edfca0e33083'
ACTION SNIPPET 10000 2157 SNIPPET_NOT_RELEVANT b'bc5053c2-b987-11e5-99f3-184bc379b12d'
ACTION SNIPPET 10000 2160 SEEN_PREVIOUSLY b'c6bf4a4bf542b7c67987c222d73def4b'
ACTION SNIPPET 10000 2163 SNIPPET_NOT_RELEVANT b'15488e569ae8dbde40a7caaebdf97a14'
ACTION SNIPPET 10000 2166 SNIPPET_NOT_RELEVANT b'a9611516a7d5d6a8879608ca9fb6e7d9'
ACTION SNIPPET 10000 2169 SEEN_PREVIOUSLY b'92b395c2-df04-11e5-846c-10191d1fc4ec'
ACTION SNIPPET 10000 2172 SEEN_PREVIOUSLY b'fa58c9228aeebb11c05ee9ff2b3db9b3'
ACTION SNIPPET 10000 2175 SNIPPET_NOT_RELEVANT b'dd1a19c8a3b20416f1a8869b3efe7f5f'
ACTION SNIPPET 10000 2178 SNIPPET_NOT_RELEVANT b'97f37b438bb3a9e1ce875256fe294e41'
ACTION QUERY 10000 2188 Email scams involving wire transfers
ACTION SERP 10000 2193 EXAMINE_SERP
ACTION SNIPPET 10000 2196 SEEN_PREVIOUSLY b'92b395c2-df04-11e5-846c-10191d1fc4ec'
ACTION SNIPPET 10000 2199 SNIPPET_NOT_RELEVANT b'ae64a6b0-9c48-11e6-a0ed-ab0774c1eaa5'
ACTION SNIPPET 10000 2202 SEEN_PREVIOUSLY b'1d08d220-5638-11e4-ba4b-f6333e2c0453'
ACTION SNIPPET 10000 2205 SNIPPET_NOT_RELEVANT b'bc5053c2-b987-11e5-99f3-184bc379b12d'
ACTION SNIPPET 10000 2208 SEEN_PREVIOUSLY b'7ef04be78833df2c0aab3f4a14693c5c'
ACTION SNIPPET 10000 2211 SNIPPET_NOT_RELEVANT b'ec03e17e-b06f-11e3-a49e-76adc9210f19'
ACTION SNIPPET 10000 2214 SNIPPET_NOT_RELEVANT b'ef6dcfa4-d0e9-11e5-b2bc-988409ee911b'
ACTION SNIPPET 10000 2217 SNIPPET_NOT_RELEVANT b'8b91c2b4-feac-11e6-8ebe-6e0dbe4f2bca'
ACTION SNIPPET 10000 2220 SNIPPET_NOT_RELEVANT b'6260abb2-b019-11e6-8616-52b15787add0'
ACTION SNIPPET 10000 2223 SNIPPET_NOT_RELEVANT b'63d8f6b6-1906-11e6-aa55-670cabef46e0'
ACTION SNIPPET 10000 2226 SNIPPET_NOT_RELEVANT b'bb2e6a1a3ebf3864a1b2c2f2e59887e5'
ACTION SNIPPET 10000 2229 SNIPPET_NOT_RELEVANT b'cab64588-b868-11e3-9a05-c739f29ccb08'
ACTION SNIPPET 10000 2232 SNIPPET_NOT_RELEVANT b'b0c553a0-7fb4-11e2-a350-49866afab584'
ACTION SNIPPET 10000 2235 SNIPPET_NOT_RELEVANT b'fc061574-0981-11e2-a10c-fa5a255a9258'
ACTION SNIPPET 10000 2238 SNIPPET_NOT_RELEVANT b'679db8608040581832c0d0f37f91e826'
ACTION QUERY 10000 2248 Email scams involving gift cards
ACTION SERP 10000 2253 EXAMINE_SERP
ACTION SNIPPET 10000 2256 SEEN_PREVIOUSLY b'0ff6fb7a-4380-11e6-8856-f26de2537a9d'
ACTION SNIPPET 10000 2259 SNIPPET_NOT_RELEVANT b'ae2636e2-5dae-11e6-8e45-477372e89d78'
ACTION SNIPPET 10000 2262 SNIPPET_NOT_RELEVANT b'c56ff830-6324-11e6-96c0-37533479f3f5'
ACTION SNIPPET 10000 2265 SNIPPET_NOT_RELEVANT b'f2160c52-433d-11e4-9a15-137aa0153527'
ACTION SNIPPET 10000 2268 SNIPPET_NOT_RELEVANT b'9e68a342-29ba-11e7-be51-b3fc6ff7faee'
ACTION SNIPPET 10000 2271 SEEN_PREVIOUSLY b'92b395c2-df04-11e5-846c-10191d1fc4ec'
ACTION SNIPPET 10000 2274 SNIPPET_NOT_RELEVANT b'bc5053c2-b987-11e5-99f3-184bc379b12d'
ACTION SNIPPET 10000 2277 SNIPPET_NOT_RELEVANT b'157b39b2-5ac0-11e4-b812-38518ae74c67'
ACTION SNIPPET 10000 2280 SNIPPET_NOT_RELEVANT b'ec03e17e-b06f-11e3-a49e-76adc9210f19'
ACTION SNIPPET 10000 2283 SNIPPET_NOT_RELEVANT b'5f46867cd16b58efd812a3de64ff32a8'
ACTION SNIPPET 10000 2286 SNIPPET_NOT_RELEVANT b'187106142028fba6f83698585675f044'
ACTION SNIPPET 10000 2289 SNIPPET_NOT_RELEVANT b'9c660ee0-9870-11e5-8917-653b65c809eb'
ACTION SNIPPET 10000 2292 SNIPPET_NOT_RELEVANT b'f6d86056ab83606556731e58fbc0023d'
ACTION SNIPPET 10000 2295 SNIPPET_NOT_RELEVANT b'31474e58-1958-11e6-924d-838753295f9a'
ACTION SNIPPET 10000 2298 SNIPPET_NOT_RELEVANT b'5a276aec-2438-11e2-ac85-e669876c6a24'
ACTION QUERY 10000 2308 Email scams involving package delivery
ACTION SERP 10000 2313 EXAMINE_SERP
ACTION SNIPPET 10000 2316 SNIPPET_NOT_RELEVANT b'48ee228a-cd47-11e2-8845-d970ccb04497'
ACTION SNIPPET 10000 2319 SNIPPET_NOT_RELEVANT b'2a4764c53c3c31ce37985f1a53ef1ad3'
ACTION SNIPPET 10000 2322 SNIPPET_NOT_RELEVANT b'7d65289a-500a-11e5-8c19-0b6825aa4a3a'
ACTION SNIPPET 10000 2325 SNIPPET_NOT_RELEVANT b'13ba5d1da46d7f48b086b4abcf541541'
ACTION SNIPPET 10000 2328 SNIPPET_NOT_RELEVANT b'448bbd98-32b7-11e4-9e92-0899b306bbea'
ACTION SNIPPET 10000 2331 SNIPPET_NOT_RELEVANT b'dc09e141138178ae38e652d08d5468be'
ACTION SNIPPET 10000 2334 SNIPPET_NOT_RELEVANT b'b91015a7657c836e987ac706d4bc08cb'
ACTION SNIPPET 10000 2337 SNIPPET_NOT_RELEVANT b'3644ef60071ad2415973f8b6715273e2'
ACTION SNIPPET 10000 2340 SEEN_PREVIOUSLY b'0ff6fb7a-4380-11e6-8856-f26de2537a9d'
ACTION SNIPPET 10000 2343 SNIPPET_NOT_RELEVANT b'a9611516a7d5d6a8879608ca9fb6e7d9'
ACTION SNIPPET 10000 2346 SNIPPET_NOT_RELEVANT b'bc5053c2-b987-11e5-99f3-184bc379b12d'
ACTION SNIPPET 10000 2349 SNIPPET_NOT_RELEVANT b'1abd11cf2e16e95a2b2079114e381ae4'
ACTION SNIPPET 10000 2352 SEEN_PREVIOUSLY b'46da49f1355db6c82e3bc6447fae953b'
ACTION SNIPPET 10000 2355 SNIPPET_NOT_RELEVANT b'7ae4998e4c9dd2c5dce1d500a28cbb4f'
ACTION SNIPPET 10000 2358 SEEN_PREVIOUSLY b'7ef04be78833df2c0aab3f4a14693c5c'
ACTION QUERY 10000 2368 Email scams targeting job seekers
ACTION SERP 10000 2373 EXAMINE_SERP
ACTION SNIPPET 10000 2376 SNIPPET_NOT_RELEVANT b'305fa2a4-b702-11e1-9e4c-5a6a137d65e1'
ACTION SNIPPET 10000 2379 SEEN_PREVIOUSLY b'7ef04be78833df2c0aab3f4a14693c5c'
ACTION SNIPPET 10000 2382 SNIPPET_NOT_RELEVANT b'1abd11cf2e16e95a2b2079114e381ae4'
ACTION SNIPPET 10000 2385 SEEN_PREVIOUSLY b'46da49f1355db6c82e3bc6447fae953b'
ACTION SNIPPET 10000 2388 SEEN_PREVIOUSLY b'0ff6fb7a-4380-11e6-8856-f26de2537a9d'
ACTION SNIPPET 10000 2391 SNIPPET_NOT_RELEVANT b'bc5053c2-b987-11e5-99f3-184bc379b12d'
ACTION SNIPPET 10000 2394 SEEN_PREVIOUSLY b'c6bf4a4bf542b7c67987c222d73def4b'
ACTION SNIPPET 10000 2397 SNIPPET_NOT_RELEVANT b'a9611516a7d5d6a8879608ca9fb6e7d9'
ACTION SNIPPET 10000 2400 SEEN_PREVIOUSLY b'92b395c2-df04-11e5-846c-10191d1fc4ec'
ACTION SNIPPET 10000 2403 SEEN_PREVIOUSLY b'f00fab92-3968-11e7-8854-21f359183e8c'
ACTION SNIPPET 10000 2406 SNIPPET_NOT_RELEVANT b'dd1a19c8a3b20416f1a8869b3efe7f5f'
ACTION SNIPPET 10000 2409 SEEN_PREVIOUSLY b'fa58c9228aeebb11c05ee9ff2b3db9b3'
ACTION SNIPPET 10000 2412 SNIPPET_NOT_RELEVANT b'97f37b438bb3a9e1ce875256fe294e41'
ACTION SNIPPET 10000 2415 SNIPPET_NOT_RELEVANT b'9c50df8df1737bdae12898121159736a'
ACTION SNIPPET 10000 2418 SNIPPET_NOT_RELEVANT b'd3280372c353737daabd26fa658cfed0'
ACTION QUERY 10000 2428 Email scams impersonating the IRS
ACTION SERP 10000 2433 EXAMINE_SERP
ACTION SNIPPET 10000 2436 SEEN_PREVIOUSLY b'2160940db5ddc6f70a1a599aa89bcae7'
ACTION SNIPPET 10000 2439 SNIPPET_NOT_RELEVANT b'590fd74e-693e-11e6-8225-fbb8a6fc65bc'
ACTION SNIPPET 10000 2442 SNIPPET_NOT_RELEVANT b'9c50df8df1737bdae12898121159736a'
ACTION SNIPPET 10000 2445 SNIPPET_NOT_RELEVANT b'd3280372c353737daabd26fa658cfed0'
ACTION SNIPPET 10000 2448 SNIPPET_NOT_RELEVANT b'bb2e6a1a3ebf3864a1b2c2f2e59887e5'
ACTION SNIPPET 10000 2451 SNIPPET_NOT_RELEVANT b'187106142028fba6f83698585675f044'
ACTION SNIPPET 10000 2454 SNIPPET_NOT_RELEVANT b'3f35178073f5c481cf01f1ee8e5011f4'
ACTION SNIPPET 10000 2457 SNIPPET_NOT_RELEVANT b'ae2636e2-5dae-11e6-8e45-477372e89d78'
ACTION SNIPPET 10000 2460 SNIPPET_NOT_RELEVANT b'6e50577f494cc9c72659120a07fe8889'
ACTION SNIPPET 10000 2463 SEEN_PREVIOUSLY b'15384738-b6e6-11e4-9423-f3d0a1ec335c'
ACTION SNIPPET 10000 2466 SNIPPET_NOT_RELEVANT b'bc5053c2-b987-11e5-99f3-184bc379b12d'
ACTION SNIPPET 10000 2469 SNIPPET_NOT_RELEVANT b'97f37b438bb3a9e1ce875256fe294e41'
ACTION SNIPPET 10000 2472 SNIPPET_NOT_RELEVANT b'a3c5aa74b1259b4e3bc9e389eb4a120a'
ACTION SNIPPET 10000 2475 SNIPPET_NOT_RELEVANT b'a9611516a7d5d6a8879608ca9fb6e7d9'
ACTION SNIPPET 10000 2478 SNIPPET_NOT_RELEVANT b'c56ff830-6324-11e6-96c0-37533479f3f5'
ACTION QUERY 10000 2488 Email scams posing as social media websites
ACTION SERP 10000 2493 EXAMINE_SERP
ACTION SNIPPET 10000 2496 SNIPPET_NOT_RELEVANT b'19113a0448fade021e74879e2be872db'
ACTION SNIPPET 10000 2499 SNIPPET_NOT_RELEVANT b'a9611516a7d5d6a8879608ca9fb6e7d9'
ACTION SNIPPET 10000 2502 SEEN_PREVIOUSLY b'7ef04be78833df2c0aab3f4a14693c5c'
ACTION SNIPPET 10000 2505 SEEN_PREVIOUSLY b'6e189ae3de05c9ed8667b23571f29c0a'
ACTION SNIPPET 10000 2508 SEEN_PREVIOUSLY b'c6bf4a4bf542b7c67987c222d73def4b'
ACTION SNIPPET 10000 2511 SEEN_PREVIOUSLY b'92b395c2-df04-11e5-846c-10191d1fc4ec'
ACTION SNIPPET 10000 2514 SEEN_PREVIOUSLY b'35fcebba-b183-11e1-b6a5-3e85e7238c64'
ACTION SNIPPET 10000 2517 SNIPPET_NOT_RELEVANT b'810f9dfe-0f12-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 2520 SNIPPET_NOT_RELEVANT b'0cddc6fea71e21708d04e4c874c342ef'
ACTION SNIPPET 10000 2523 SNIPPET_NOT_RELEVANT b'4012048397d14c67465d67af34872241'
ACTION SNIPPET 10000 2526 SNIPPET_NOT_RELEVANT b'fa647d739d9dded634a50a40ba5d51c4'
ACTION SNIPPET 10000 2529 SNIPPET_NOT_RELEVANT b'5693734e53b892c640323f61760e23f4'
ACTION SNIPPET 10000 2532 SNIPPET_NOT_RELEVANT b'5ec01f248c081d449a2e131b59b84d4f'
ACTION SNIPPET 10000 2535 SNIPPET_NOT_RELEVANT b'172b3351ba205cddb4dba53624fbac91'
ACTION SNIPPET 10000 2538 SNIPPET_NOT_RELEVANT b'7762035ea4f659f160bcba608475b773'
ACTION QUERY 10000 2548 Email scams involving fake charities
ACTION SERP 10000 2553 EXAMINE_SERP
ACTION SNIPPET 10000 2556 SNIPPET_NOT_RELEVANT b'dd5e63c80e79badd8195c2f038bb34c2'
ACTION SNIPPET 10000 2559 SNIPPET_NOT_RELEVANT b'81e05640-9fac-11e6-8832-23a007c77bb4'
ACTION SNIPPET 10000 2562 SNIPPET_NOT_RELEVANT b'72bfab22-4b90-11e1-8d55-edfca0e33083'
ACTION SNIPPET 10000 2565 SNIPPET_NOT_RELEVANT b'436b8ade-8034-11e6-a52d-9a865a0ed0d4'
ACTION SNIPPET 10000 2568 SNIPPET_NOT_RELEVANT b'6260abb2-b019-11e6-8616-52b15787add0'
ACTION SNIPPET 10000 2571 SEEN_PREVIOUSLY b'c6bf4a4bf542b7c67987c222d73def4b'
ACTION SNIPPET 10000 2574 SEEN_PREVIOUSLY b'92b395c2-df04-11e5-846c-10191d1fc4ec'
ACTION SNIPPET 10000 2577 SNIPPET_NOT_RELEVANT b'9463468a-79ee-11e6-bd86-b7bbd53d2b5d'
ACTION SNIPPET 10000 2580 SNIPPET_NOT_RELEVANT b'4d260d06-bf57-11e3-b195-dd0c1174052c'
ACTION SNIPPET 10000 2583 SNIPPET_NOT_RELEVANT b'a52cb1d0298d082a2650ddeb71caa785'
ACTION SNIPPET 10000 2586 SNIPPET_NOT_RELEVANT b'86add4401c81dec5decd2e91cfb2930e'
ACTION SNIPPET 10000 2589 SEEN_PREVIOUSLY b'f00fab92-3968-11e7-8854-21f359183e8c'
ACTION SNIPPET 10000 2592 SNIPPET_NOT_RELEVANT b'812ab32025c98087e87eb1c820f89f1d'
ACTION SNIPPET 10000 2595 SNIPPET_NOT_RELEVANT b'ec03e17e-b06f-11e3-a49e-76adc9210f19'
ACTION SNIPPET 10000 2598 SNIPPET_NOT_RELEVANT b'534455e0-9dd0-11e5-a3c5-c77f2cc5a43c'
ACTION QUERY 10000 2608 Email scams involving foreign nationals
ACTION SERP 10000 2613 EXAMINE_SERP
ACTION SNIPPET 10000 2616 SNIPPET_NOT_RELEVANT b'6260abb2-b019-11e6-8616-52b15787add0'
ACTION SNIPPET 10000 2619 SNIPPET_NOT_RELEVANT b'bc5053c2-b987-11e5-99f3-184bc379b12d'
ACTION SNIPPET 10000 2622 SEEN_PREVIOUSLY b'f00fab92-3968-11e7-8854-21f359183e8c'
ACTION SNIPPET 10000 2625 SEEN_PREVIOUSLY b'0ff6fb7a-4380-11e6-8856-f26de2537a9d'
ACTION SNIPPET 10000 2628 SNIPPET_NOT_RELEVANT b'a9611516a7d5d6a8879608ca9fb6e7d9'
ACTION SNIPPET 10000 2631 SNIPPET_NOT_RELEVANT b'1abd11cf2e16e95a2b2079114e381ae4'
ACTION SNIPPET 10000 2634 SEEN_PREVIOUSLY b'46da49f1355db6c82e3bc6447fae953b'
ACTION SNIPPET 10000 2637 SEEN_PREVIOUSLY b'7ef04be78833df2c0aab3f4a14693c5c'
ACTION SNIPPET 10000 2640 SNIPPET_NOT_RELEVANT b'97f37b438bb3a9e1ce875256fe294e41'
ACTION SNIPPET 10000 2643 SNIPPET_NOT_RELEVANT b'15488e569ae8dbde40a7caaebdf97a14'
ACTION SNIPPET 10000 2646 SEEN_PREVIOUSLY b'6e189ae3de05c9ed8667b23571f29c0a'
ACTION SNIPPET 10000 2649 SEEN_PREVIOUSLY b'c6bf4a4bf542b7c67987c222d73def4b'
ACTION SNIPPET 10000 2652 SEEN_PREVIOUSLY b'd3f77a20-f4f9-11e5-9804-537defcc3cf6'
ACTION SNIPPET 10000 2655 SEEN_PREVIOUSLY b'2160940db5ddc6f70a1a599aa89bcae7'
ACTION SNIPPET 10000 2658 SNIPPET_NOT_RELEVANT b'72bfab22-4b90-11e1-8d55-edfca0e33083'
ACTION QUERY 10000 2668 Email scams targeting online shoppers
ACTION SERP 10000 2673 EXAMINE_SERP
ACTION SNIPPET 10000 2676 SNIPPET_NOT_RELEVANT b'1a543b48-5b6e-11e3-a49b-90a0e156254b'
ACTION SNIPPET 10000 2679 SNIPPET_NOT_RELEVANT b'f9ee94c11209b21331724b67b474c5e5'
ACTION SNIPPET 10000 2682 SEEN_PREVIOUSLY b'7ef04be78833df2c0aab3f4a14693c5c'
ACTION SNIPPET 10000 2685 SNIPPET_NOT_RELEVANT b'5f46867cd16b58efd812a3de64ff32a8'
ACTION SNIPPET 10000 2688 SEEN_PREVIOUSLY b'0ff6fb7a-4380-11e6-8856-f26de2537a9d'
ACTION SNIPPET 10000 2691 SNIPPET_NOT_RELEVANT b'098c577a205969e126605db922e62fb8'
ACTION SNIPPET 10000 2694 SNIPPET_NOT_RELEVANT b'0ada1026-79fe-11e3-8963-b4b654bcc9b2'
ACTION SNIPPET 10000 2697 SNIPPET_NOT_RELEVANT b'f075265c-820e-11e4-81fd-8c4814dfa9d7'
ACTION SNIPPET 10000 2700 SNIPPET_NOT_RELEVANT b'3cbc70542eec9329e54fdff94b7fe6a5'
ACTION SNIPPET 10000 2703 SNIPPET_NOT_RELEVANT b'1abd11cf2e16e95a2b2079114e381ae4'
ACTION SNIPPET 10000 2706 SNIPPET_NOT_RELEVANT b'ee568ef233e395295a8d10a3d86ff021'
ACTION SNIPPET 10000 2709 SEEN_PREVIOUSLY b'46da49f1355db6c82e3bc6447fae953b'
ACTION SNIPPET 10000 2712 SNIPPET_NOT_RELEVANT b'bc5053c2-b987-11e5-99f3-184bc379b12d'
ACTION SNIPPET 10000 2715 SNIPPET_NOT_RELEVANT b'dd1a19c8a3b20416f1a8869b3efe7f5f'
ACTION SNIPPET 10000 2718 SEEN_PREVIOUSLY b'fa58c9228aeebb11c05ee9ff2b3db9b3'
ACTION QUERY 10000 2728 Email scams involving fake invoices
ACTION SERP 10000 2733 EXAMINE_SERP
ACTION SNIPPET 10000 2736 SEEN_PREVIOUSLY b'7376f7814691bc05b30910b50db163c2'
ACTION SNIPPET 10000 2739 SNIPPET_NOT_RELEVANT b'60e2bcac-6ee3-11e6-9705-23e51a2f424d'
ACTION SNIPPET 10000 2742 SNIPPET_NOT_RELEVANT b'72bfab22-4b90-11e1-8d55-edfca0e33083'
ACTION SNIPPET 10000 2745 SNIPPET_NOT_RELEVANT b'd4dddc14-5687-11e1-b179-a3550fc9144e'
ACTION SNIPPET 10000 2748 SNIPPET_NOT_RELEVANT b'6260abb2-b019-11e6-8616-52b15787add0'
ACTION SNIPPET 10000 2751 SEEN_PREVIOUSLY b'c6bf4a4bf542b7c67987c222d73def4b'
ACTION SNIPPET 10000 2754 SEEN_PREVIOUSLY b'92b395c2-df04-11e5-846c-10191d1fc4ec'
ACTION SNIPPET 10000 2757 SNIPPET_NOT_RELEVANT b'4d260d06-bf57-11e3-b195-dd0c1174052c'
ACTION SNIPPET 10000 2760 SNIPPET_NOT_RELEVANT b'148c5536-8398-11e3-8099-9181471f7aaf'
ACTION SNIPPET 10000 2763 SNIPPET_NOT_RELEVANT b'a52cb1d0298d082a2650ddeb71caa785'
ACTION SNIPPET 10000 2766 SEEN_PREVIOUSLY b'f00fab92-3968-11e7-8854-21f359183e8c'
ACTION SNIPPET 10000 2769 SNIPPET_NOT_RELEVANT b'ec03e17e-b06f-11e3-a49e-76adc9210f19'
ACTION SNIPPET 10000 2772 SNIPPET_NOT_RELEVANT b'4a059ef9d24ef9569522b360ec8520c8'
ACTION SNIPPET 10000 2775 SNIPPET_NOT_RELEVANT b'548ebcc75fead81f598865f2f6efe180'
ACTION SNIPPET 10000 2778 SNIPPET_NOT_RELEVANT b'5b38accd1593d7d51d2a285b3ec56a9e'
ACTION QUERY 10000 2788 Email scams targeting frequent flyers
ACTION SERP 10000 2793 EXAMINE_SERP
ACTION SNIPPET 10000 2796 SNIPPET_NOT_RELEVANT b'9b821cca-7ed3-11e3-95c6-0a7aa80874bc'
ACTION SNIPPET 10000 2799 SNIPPET_NOT_RELEVANT b'bc5053c2-b987-11e5-99f3-184bc379b12d'
ACTION SNIPPET 10000 2802 SNIPPET_NOT_RELEVANT b'1abd11cf2e16e95a2b2079114e381ae4'
ACTION SNIPPET 10000 2805 SEEN_PREVIOUSLY b'46da49f1355db6c82e3bc6447fae953b'
ACTION SNIPPET 10000 2808 SEEN_PREVIOUSLY b'7ef04be78833df2c0aab3f4a14693c5c'
ACTION SNIPPET 10000 2811 SEEN_PREVIOUSLY b'0ff6fb7a-4380-11e6-8856-f26de2537a9d'
ACTION SNIPPET 10000 2814 SNIPPET_NOT_RELEVANT b'5feefeb0f3050ee151e533041657c021'
ACTION SNIPPET 10000 2817 SNIPPET_NOT_RELEVANT b'5334db44f1e33ac654486cc5b3d09193'
ACTION SNIPPET 10000 2820 SNIPPET_NOT_RELEVANT b'a9611516a7d5d6a8879608ca9fb6e7d9'
ACTION SNIPPET 10000 2823 SEEN_PREVIOUSLY b'92b395c2-df04-11e5-846c-10191d1fc4ec'
ACTION SNIPPET 10000 2826 SNIPPET_NOT_RELEVANT b'dd1a19c8a3b20416f1a8869b3efe7f5f'
ACTION SNIPPET 10000 2829 SEEN_PREVIOUSLY b'fa58c9228aeebb11c05ee9ff2b3db9b3'
ACTION SNIPPET 10000 2832 SNIPPET_NOT_RELEVANT b'97f37b438bb3a9e1ce875256fe294e41'
ACTION SNIPPET 10000 2835 SNIPPET_NOT_RELEVANT b'69ad5c1c2c8a74b0ebdcb7b82fc8a11a'
ACTION SNIPPET 10000 2838 SNIPPET_NOT_RELEVANT b'54801a69fdde1909e15e04712a1d87a1'
ACTION QUERY 10000 2848 Email scams posing as hotel bookings
ACTION SERP 10000 2853 EXAMINE_SERP
ACTION SNIPPET 10000 2856 SEEN_PREVIOUSLY b'92b395c2-df04-11e5-846c-10191d1fc4ec'
ACTION SNIPPET 10000 2859 SNIPPET_NOT_RELEVANT b'4296a208-8a46-11e6-b24f-a7f89eb68887'
ACTION SNIPPET 10000 2862 SNIPPET_NOT_RELEVANT b'97f37b438bb3a9e1ce875256fe294e41'
ACTION SNIPPET 10000 2865 SNIPPET_NOT_RELEVANT b'd87397b4-ac41-11e6-8b45-f8e493f06fcd'
ACTION SNIPPET 10000 2868 SEEN_PREVIOUSLY b'c6bf4a4bf542b7c67987c222d73def4b'
ACTION SNIPPET 10000 2871 SNIPPET_NOT_RELEVANT b'ddd9de2e-ba17-11e5-829c-26ffb874a18d'
ACTION SNIPPET 10000 2874 SNIPPET_NOT_RELEVANT b'2b695d38-36fd-11e6-8f7c-d4c723a2becb'
ACTION SNIPPET 10000 2877 SNIPPET_NOT_RELEVANT b'a9611516a7d5d6a8879608ca9fb6e7d9'
ACTION SNIPPET 10000 2880 SNIPPET_NOT_RELEVANT b'dc09e141138178ae38e652d08d5468be'
ACTION SNIPPET 10000 2883 SNIPPET_NOT_RELEVANT b'1abd11cf2e16e95a2b2079114e381ae4'
ACTION SNIPPET 10000 2886 SEEN_PREVIOUSLY b'46da49f1355db6c82e3bc6447fae953b'
ACTION SNIPPET 10000 2889 SEEN_PREVIOUSLY b'7ef04be78833df2c0aab3f4a14693c5c'
ACTION SNIPPET 10000 2892 SNIPPET_NOT_RELEVANT b'12fbe3944f532a184de200c7e4da5e30'
ACTION SNIPPET 10000 2895 SNIPPET_NOT_RELEVANT b'95b3fdd9cea297b3ed1a35206a6d075c'
ACTION SNIPPET 10000 2898 SNIPPET_NOT_RELEVANT b'64a08de748ac1f00c6ac37939359586d'
ACTION QUERY 10000 2908 Email scams involving fake government grants
ACTION SERP 10000 2913 EXAMINE_SERP
ACTION SNIPPET 10000 2916 SEEN_PREVIOUSLY b'f00fab92-3968-11e7-8854-21f359183e8c'
ACTION SNIPPET 10000 2919 SNIPPET_NOT_RELEVANT b'ae64a6b0-9c48-11e6-a0ed-ab0774c1eaa5'
ACTION SNIPPET 10000 2922 SEEN_PREVIOUSLY b'0ff6fb7a-4380-11e6-8856-f26de2537a9d'
ACTION SNIPPET 10000 2925 SNIPPET_NOT_RELEVANT b'6260abb2-b019-11e6-8616-52b15787add0'
ACTION SNIPPET 10000 2928 SNIPPET_NOT_RELEVANT b'5605d06c-eca5-11e2-bed3-b9b6fe264871'
ACTION SNIPPET 10000 2931 SNIPPET_NOT_RELEVANT b'72bfab22-4b90-11e1-8d55-edfca0e33083'
ACTION SNIPPET 10000 2934 SNIPPET_NOT_RELEVANT b'534455e0-9dd0-11e5-a3c5-c77f2cc5a43c'
ACTION SNIPPET 10000 2937 SEEN_PREVIOUSLY b'c6bf4a4bf542b7c67987c222d73def4b'
ACTION SNIPPET 10000 2940 SEEN_PREVIOUSLY b'92b395c2-df04-11e5-846c-10191d1fc4ec'
ACTION SNIPPET 10000 2943 SNIPPET_NOT_RELEVANT b'4d260d06-bf57-11e3-b195-dd0c1174052c'
ACTION SNIPPET 10000 2946 SNIPPET_NOT_RELEVANT b'a52cb1d0298d082a2650ddeb71caa785'
ACTION SNIPPET 10000 2949 SNIPPET_NOT_RELEVANT b'a01a7e26814a7c30bd5e85a524a656f4'
ACTION SNIPPET 10000 2952 SNIPPET_NOT_RELEVANT b'ec03e17e-b06f-11e3-a49e-76adc9210f19'
ACTION SNIPPET 10000 2955 SNIPPET_NOT_RELEVANT b'44ab705e5f412c17dcfe381e9a90fc34'
ACTION SNIPPET 10000 2958 SNIPPET_NOT_RELEVANT b'bc5053c2-b987-11e5-99f3-184bc379b12d'
ACTION QUERY 10000 2968 Email scams targeting university students
ACTION SERP 10000 2973 EXAMINE_SERP
ACTION SNIPPET 10000 2976 SEEN_PREVIOUSLY b'0ff6fb7a-4380-11e6-8856-f26de2537a9d'
ACTION SNIPPET 10000 2979 SNIPPET_NOT_RELEVANT b'54801a69fdde1909e15e04712a1d87a1'
ACTION SNIPPET 10000 2982 SNIPPET_NOT_RELEVANT b'8a6813a66f9dc4789985566eaeb825b1'
